lote_id;fonte_recria;data_entrada_recria;data_inicio_postura;galpao_postura;grupo_galpao;n_aves;ciclo_postura_meses;metodo_amortizacao
GR01;RECRIA HISTÓRICO;2025-09;2025-12;GS02;OVOS_3AMORES/FILIAL;107100;13;LINEAR
